,0
156,Suunto Spartan Sport Wrist HR Baro
157,Garmin Forerunner 235
158,Garmin Forerunner 235
159,Garmin Forerunner 935
160,Garmin Forerunner 230
161,Garmin Forerunner 35
162,Garmin Vívoactive HR
163,Garmin Forerunner 645 Music
164,
165,Garmin Forerunner 235
166,Polar V800
167,Garmin Forerunner 235
168,Garmin Forerunner 235
169,Polar V800
170,Garmin fēnix 3
171,Garmin Forerunner 235
172,Garmin Forerunner 220
173,Garmin Forerunner 235
174,Garmin Forerunner 220
175,
176,Suunto Spartan Sport
177,Garmin fēnix 5
178,Polar M400
179,Garmin fēnix 3
180,
181,Garmin Forerunner 910XT
182,Suunto Spartan Ultra
183,Garmin Forerunner 235
184,Garmin fēnix 3
185,
186,Garmin fēnix 3
187,Polar V800
188,Garmin Forerunner 920XT
189,Garmin fēnix 3
190,Garmin Forerunner 235
191,Garmin fēnix 3
192,Garmin Forerunner 735XT
193,Polar M200
194,Suunto Ambit2
195,Garmin Forerunner 735XT
196,Suunto Ambit2
197,Garmin fēnix 5S Plus
198,Garmin Forerunner 735XT
199,Garmin Forerunner 920XT
200,Garmin Forerunner 920XT
201,Garmin fēnix 3
202,Garmin Forerunner 630
203,Garmin Forerunner 235
204,Garmin fēnix 3
205,Garmin Forerunner 920XT
206,
207,Polar Vantage M
208,Suunto Spartan Ultra
209,Polar Vantage V
210,
211,Garmin Forerunner 920XT
212,Garmin Forerunner 235
213,TomTom
214,Garmin fēnix 3
215,Garmin Forerunner 935
216,Garmin fēnix 5 Plus
217,Garmin fēnix 5 Plus
218,Garmin Forerunner 235
219,Garmin vívoactive 3
220,Garmin Forerunner 235
221,Garmin Forerunner 645 Music
222,Suunto Ambit3 Sport
223,Garmin Forerunner 230
224,Garmin fēnix 3
225,Garmin fēnix 3
226,Garmin Forerunner 735XT
227,Garmin Forerunner 35
228,Garmin Forerunner 10
229,Garmin Forerunner 410
230,Garmin Vívoactive HR
231,Garmin Forerunner 235
232,Garmin Forerunner 920XT
233,Garmin Forerunner 235
234,Garmin fēnix 3
235,Garmin Forerunner 235
236,Garmin Forerunner 235
237,Garmin Forerunner 910XT
238,Garmin Forerunner 735XT
239,Garmin Forerunner 230
240,Garmin Forerunner 620
241,Garmin fēnix 5
242,Garmin fēnix 3
243,Garmin Forerunner 235
244,Garmin Forerunner 230
245,Garmin Forerunner 225
246,Garmin Forerunner 920XT
247,Garmin Forerunner 920XT
248,TomTom
249,Garmin Forerunner 230
250,Garmin Forerunner 25
251,Garmin Forerunner 235
252,Garmin fēnix 5X
253,Garmin Forerunner 920XT
254,Garmin Forerunner 220
255,Garmin Forerunner 230
256,Garmin Forerunner 735XT
257,Garmin Forerunner 10
258,Garmin fēnix 5X
259,Garmin Forerunner 235
260,Suunto Ambit3 Sport
261,Suunto Ambit3 Peak
262,Garmin fēnix 3
263,Suunto Ambit3 Run
264,Suunto Spartan Sport Wrist HR
265,Suunto Spartan Sport
266,Garmin Forerunner 920XT
267,Garmin Forerunner 935
268,Garmin Forerunner 235
269,Garmin Forerunner 935
270,Suunto Ambit3 Peak
271,Garmin fēnix 5
272,Garmin Forerunner 735XT
273,Garmin Forerunner 935
274,Suunto Ambit3 Peak
275,Garmin Vívoactive
276,Garmin Forerunner 230
277,Garmin fēnix 5
278,Garmin Forerunner 235
279,Garmin Forerunner 920XT
280,Garmin Forerunner 235
281,Garmin fēnix 5
282,Garmin Forerunner 920XT
283,
284,Suunto Spartan Sport Wrist HR Baro
285,Garmin fēnix 5
286,Garmin fēnix 5
287,Garmin fēnix 3
288,Suunto Spartan Sport
289,Garmin fēnix 5X Plus
290,Polar Vantage V
291,Garmin Forerunner 230
292,Garmin fēnix 3
293,Garmin fēnix 3
294,Garmin Forerunner 620
295,Garmin fēnix 5
296,Garmin Forerunner 735XT
297,Garmin Forerunner 935
298,Garmin Forerunner 920XT
299,Garmin Forerunner 935
300,Garmin fēnix 5
301,Suunto Ambit2
302,
303,Garmin fēnix 5
304,Suunto Ambit2 R
305,
306,Garmin Forerunner 235
307,
308,
309,Suunto Ambit3 Sport
310,Garmin Forerunner 235
311,Garmin fēnix 3
312,Garmin fēnix 5
313,Garmin fēnix 3
314,Polar M400
315,Garmin Forerunner 630
316,Polar M400
317,
318,Garmin Forerunner 735XT
319,
320,Garmin fēnix 5 Plus
321,Garmin Forerunner 630
322,Garmin Forerunner 920XT
323,Garmin Forerunner 910XT
324,Garmin Forerunner 910XT
325,Garmin fēnix 5
326,Garmin fēnix 3
327,Garmin Forerunner 310XT
328,Garmin fēnix 5 Plus
329,Garmin fēnix 3
330,
331,Garmin Forerunner 920XT
332,Suunto Ambit3 Peak
333,Garmin Forerunner 235
334,Suunto Spartan Sport
335,Suunto Ambit3 Sport
336,Garmin fēnix 3
337,Garmin Forerunner 735XT
338,
339,Garmin Forerunner 645 Music
340,Polar V800
341,Garmin Forerunner 920XT
342,Garmin Forerunner 920XT
343,Garmin Forerunner 235
344,
345,Garmin fēnix 5
346,Garmin Forerunner 735XT
347,Garmin Forerunner 220
348,Garmin Forerunner 920XT
349,
350,Garmin Forerunner 735XT
351,Garmin Forerunner 230
352,Garmin Forerunner 920XT
353,Garmin fēnix 3
354,Garmin Forerunner 920XT
355,Garmin Forerunner 235
356,Suunto Spartan Sport
357,Garmin Forerunner 920XT
358,Garmin fēnix 5 Plus
359,TomTom
360,Garmin fēnix 3
361,Garmin Vívoactive
362,
363,
364,Suunto Ambit3 Sport
365,Garmin Forerunner 235
366,Garmin Forerunner 235
367,Garmin fēnix 5S Plus
368,Garmin Forerunner 920XT
369,Garmin Forerunner 735XT
370,Garmin Forerunner 735XT
371,Garmin Forerunner 920XT
372,Polar V800
373,Garmin fēnix 5
374,Garmin Forerunner 935
375,Garmin fēnix 3
376,Suunto Spartan Sport Wrist HR
377,Polar Vantage M
378,Suunto Ambit2
379,TomTom
380,Garmin fēnix 3
381,Garmin fēnix 3
382,Polar M430
383,Polar M400
384,Garmin Forerunner 235
385,Suunto Ambit3 Peak
386,Garmin Forerunner 935
387,Garmin Forerunner 920XT
388,
389,Garmin fēnix 5
390,Garmin fēnix 5
391,Garmin Forerunner 735XT
392,Garmin Forerunner 910XT
393,Garmin Forerunner 920XT
394,Garmin Forerunner 735XT
395,
396,Garmin Forerunner 935
397,Suunto Ambit3 Run
398,Garmin Forerunner 735XT
399,
400,Garmin Forerunner 230
401,Garmin Forerunner 235
402,Garmin fēnix 5
403,Garmin fēnix 3
404,Garmin Forerunner 235
405,Garmin Forerunner 935
406,Garmin fēnix 3
407,Garmin fēnix 3
408,
409,
410,
411,
412,
413,
414,
415,
416,
417,
418,
419,
420,
421,
422,
423,
424,Garmin fēnix 5
425,Garmin Forerunner 920XT
426,Garmin fēnix 3
427,Garmin fēnix 3
428,
429,Garmin fēnix 3
430,Garmin Forerunner 235
431,Garmin Forerunner 935
432,Garmin Vívoactive
433,Garmin Forerunner 235
434,Garmin fēnix 3
435,
436,Suunto Ambit3 Peak
437,Garmin fēnix 3
438,Garmin Forerunner 230
439,Garmin Forerunner 735XT
440,Garmin fēnix 5
441,Garmin fēnix 3
442,Garmin Forerunner 935
443,Polar M430
444,
445,Garmin fēnix 3
446,Garmin Forerunner 935
447,
448,Garmin fēnix 5
449,Garmin fēnix 3
450,Garmin fēnix 3
451,Garmin Forerunner 235
452,Garmin fēnix 5
453,Garmin Forerunner 735XT
454,Garmin fēnix 5S
455,Garmin Forerunner 735XT
456,Garmin Vívoactive
457,Suunto Ambit3 Sport
458,Garmin fēnix 3
459,
460,Garmin Forerunner 935
461,Garmin Forerunner 235
462,Garmin Forerunner 620
463,
464,Garmin Forerunner 235
465,Garmin fēnix 5
466,Garmin Forerunner 230
467,Suunto Ambit3 Sport
468,Garmin fēnix 5S
469,Suunto Ambit2 S
470,Garmin Forerunner 935
471,Polar V800
472,Garmin Forerunner 735XT
473,Garmin Forerunner 935
474,Garmin fēnix 5
475,Suunto Spartan Ultra
476,Suunto Ambit3 Vertical
477,Garmin Forerunner 935
478,Garmin Forerunner 735XT
479,Garmin fēnix 5
480,Garmin Forerunner 735XT
481,Garmin Forerunner 735XT
482,Polar M430
483,Suunto Ambit3 Sport
484,Garmin Forerunner 235
485,Garmin fēnix 5
486,Polar V800
487,Polar M400
488,Garmin fēnix 5
489,Suunto Spartan Sport
490,Suunto Ambit3 Sport
491,
492,Suunto Spartan Sport Wrist HR
493,Garmin Forerunner 920XT
494,
495,Garmin Forerunner 235
496,Polar M400
497,Garmin fēnix 3
498,Garmin vívoactive 3
499,Garmin Forerunner 920XT
500,Garmin Forerunner 920XT
501,
502,Polar V800
503,Polar M400
504,Suunto Spartan Sport
505,Garmin Forerunner 935
506,Garmin Forerunner 920XT
507,Garmin Forerunner 220
508,Garmin Forerunner 235
509,Garmin fēnix 3
510,Huami Amazfit Pace
511,Garmin Forerunner 735XT
512,Suunto Spartan Sport Wrist HR
513,Garmin Forerunner 920XT
514,Garmin Forerunner 935
515,Garmin Forerunner 735XT
516,Garmin Forerunner 735XT
517,
518,Suunto Ambit3 Sport
519,
520,Polar V800
521,Garmin Forerunner 235
522,Garmin fēnix 3
523,Suunto Ambit3 Peak
524,Garmin fēnix
525,Suunto 9
526,Garmin Forerunner 735XT
527,Suunto Ambit2 R
528,Garmin Forerunner 735XT
529,Suunto Ambit3 Sport
530,Garmin Forerunner 645 Music
531,Polar Vantage V
532,Suunto Ambit3 Run
533,Garmin Forerunner 735XT
534,Garmin fēnix 3
535,"<a href=""/mobile"">Strava Android App</a>"
536,Garmin Forerunner 230
537,Garmin Forerunner 230
538,Garmin fēnix 5X
539,Garmin Forerunner 645 Music
540,Garmin Forerunner 935
541,Garmin Forerunner 230
542,
543,Garmin Forerunner 310XT
544,Garmin Forerunner 235
545,Garmin fēnix 3
546,Garmin Forerunner 920XT
547,Garmin Forerunner 235
548,Garmin fēnix 5X
549,Garmin Forerunner 235
550,Garmin Forerunner 235
551,Garmin fēnix 3
552,Suunto Ambit3 Run
553,Garmin fēnix 3
554,Suunto Ambit3 Peak
555,Garmin Forerunner 935
556,Polar Vantage V
557,Garmin Forerunner 230
558,Garmin fēnix 3
559,Garmin fēnix 5
560,
561,Garmin fēnix 5
562,Polar V800
563,Garmin Forerunner 620
564,Suunto Spartan Ultra
565,Garmin fēnix 5 Plus
566,Suunto Ambit3 Sport
567,Garmin fēnix 3
568,Polar M400
569,
570,Suunto Ambit3 Peak
571,
572,Garmin fēnix 3
573,Polar M400
574,Garmin fēnix 5
575,Garmin Forerunner 735XT
576,Garmin fēnix 3
577,Garmin Forerunner 235
578,Garmin Forerunner 910XT
579,Garmin fēnix 3
580,Garmin fēnix 5
581,Garmin Forerunner 935
582,Garmin fēnix 3
583,Garmin vívoactive 3
584,Garmin Forerunner 630
585,Garmin Forerunner 235
586,Garmin fēnix 3
587,Garmin fēnix 5
588,Garmin Forerunner 235
589,"<a href=""/mobile"">Strava iPhone App</a>"
590,
591,Garmin Forerunner 235
592,Garmin fēnix 3
593,Garmin Forerunner 235
594,Garmin Forerunner 910XT
595,Garmin vívoactive 3
596,Garmin fēnix 3
597,Garmin fēnix 5
598,Garmin fēnix 3
599,Garmin Forerunner 230
600,Garmin fēnix 3
601,Garmin Forerunner 910XT
602,Garmin fēnix 3
603,Garmin fēnix 3
604,Garmin Forerunner 630
605,Polar M200
606,Suunto Trainer Wrist HR
607,Garmin Forerunner 620
608,
609,Garmin fēnix 3
610,Garmin Forerunner 920XT
611,Garmin Forerunner 935
612,"<a href=""/mobile"">Strava Android App</a>"
613,Garmin Forerunner 645 Music
614,Suunto Ambit3 Peak
615,"<a href=""/mobile"">Strava iPhone App</a>"
616,Garmin Forerunner 935
617,TomTom
618,Polar M400
619,Suunto Spartan Sport
620,
621,Suunto 9
622,Garmin fēnix 3
623,Garmin Forerunner 735XT
624,Garmin Forerunner 920XT
625,Garmin fēnix 5X Plus
626,Suunto Ambit3 Sport
627,Garmin Forerunner 935
628,Garmin fēnix 3
629,Garmin fēnix 5S
630,Garmin Forerunner 235
631,Garmin fēnix 5X
632,Garmin Forerunner 235
633,Garmin Forerunner 220
634,Garmin fēnix 3
635,Suunto Spartan Sport
636,TomTom
637,Garmin fēnix 5
638,Garmin Forerunner 235
639,Garmin fēnix 3
640,Garmin fēnix 3
641,Garmin fēnix 3
642,Polar M400
643,Garmin fēnix 3
644,Garmin Forerunner 920XT
645,Garmin Forerunner 920XT
646,Garmin Forerunner 935
647,Garmin fēnix 5
648,Garmin fēnix 5
649,Garmin Forerunner 235
650,Garmin fēnix 5X
651,Garmin Forerunner 935
652,Garmin Forerunner 935
653,Garmin fēnix 3
654,Garmin Forerunner 220
655,Suunto Ambit2 S
656,Garmin fēnix 3
657,
658,Suunto Ambit2 S
659,Suunto Ambit3 Peak
660,Garmin Forerunner 235
661,Garmin Forerunner 735XT
662,Garmin Forerunner 920XT
663,"<a href=""/apple-watch"">Apple Watch Series 2</a>"
664,Garmin Forerunner 735XT
665,Garmin vívoactive 3
666,Garmin fēnix 3
667,Garmin fēnix 5X
668,Polar
669,Garmin Forerunner 235
670,Garmin Forerunner 935
671,Garmin Forerunner 920XT
672,Garmin Forerunner 920XT
673,Garmin Forerunner 225
674,Garmin fēnix 3
675,Polar V800
676,Garmin fēnix 5
677,Garmin fēnix 5
678,Polar V800
679,Suunto Ambit3 Sport
680,Garmin Forerunner 920XT
681,Garmin Forerunner 920XT
682,Garmin Forerunner 235
683,
684,Garmin fēnix 5X
685,
686,Suunto Spartan Sport
687,Suunto Ambit3 Sport
688,Polar V800
689,Garmin fēnix 3
690,Garmin Forerunner 935
691,Garmin Forerunner 235
692,Garmin Forerunner 235
693,Garmin fēnix 3
694,Garmin fēnix 3
695,Garmin fēnix 5
696,
697,Garmin fēnix 3
698,Garmin Forerunner 935
699,Suunto Spartan Ultra
700,
701,Garmin fēnix 5X
702,Polar M430
703,Garmin Forerunner 920XT
704,Garmin Forerunner 230
705,Garmin fēnix 3
706,Garmin fēnix 3
707,Garmin Forerunner 235
708,Garmin Forerunner 10
709,Garmin Forerunner 230
710,Garmin Forerunner 735XT
711,Garmin fēnix 2
712,Garmin fēnix 3
713,Garmin Forerunner 35
714,Garmin Forerunner 735XT
715,Garmin fēnix 5
716,Suunto Ambit2
717,Garmin fēnix 3
718,Garmin fēnix 5S
719,Garmin Forerunner 15
720,Suunto Spartan Sport Wrist HR
721,Garmin fēnix 3
722,Garmin Forerunner 935
723,
724,
725,Garmin Forerunner 235
726,Garmin Forerunner 235
727,Garmin fēnix 5X
728,Garmin Forerunner 910XT
729,TomTom
730,Garmin Forerunner 235
731,Garmin Forerunner 620
732,Garmin fēnix 3
733,Garmin Forerunner 235
734,Garmin Forerunner 235
735,Garmin fēnix 5X
736,Garmin Forerunner 25
737,Garmin Forerunner 310XT
738,Garmin Forerunner 235
739,Garmin fēnix 3
740,
741,Garmin Forerunner 910XT
742,
743,
744,Garmin fēnix 3
745,Suunto Trainer Wrist HR
746,Garmin Forerunner 935
747,Garmin fēnix 5
748,Suunto Ambit3 Run
749,
750,Garmin Forerunner 235
751,Suunto Spartan Sport
752,Garmin Forerunner 735XT
753,Garmin Forerunner 920XT
754,Garmin Forerunner 935
755,Suunto 9
756,Garmin Forerunner 735XT
757,Garmin Forerunner 920XT
758,Garmin fēnix 3
759,Garmin Forerunner 735XT
760,Garmin fēnix 3
761,Garmin Forerunner 630
762,Garmin Forerunner 920XT
763,
764,Garmin fēnix 3
765,Garmin fēnix 3
766,Garmin Forerunner 220
767,Garmin Forerunner 920XT
768,Garmin Forerunner 935
769,Garmin fēnix 3
770,Garmin Forerunner 35
771,Garmin fēnix 5 Plus
772,Garmin Forerunner 35
773,Polar Vantage M
774,Garmin Forerunner 620
775,
776,Garmin fēnix 5
777,Garmin Forerunner 735XT
778,Garmin Forerunner 620
779,Garmin Forerunner 920XT
780,
781,Garmin fēnix 5
782,Garmin Forerunner 935
783,Garmin Forerunner 645
784,
785,Polar M430
786,Garmin Forerunner 235
787,Garmin fēnix 3
788,Garmin Forerunner 235
789,Garmin Forerunner 235
790,Garmin Forerunner 35
791,Garmin Forerunner 220
792,Garmin Forerunner 920XT
793,Garmin vívoactive 3
794,Garmin Forerunner 735XT
795,Garmin fēnix 3
796,TomTom
797,Garmin Forerunner 735XT
798,Garmin Forerunner 235
799,Garmin fēnix 5
800,
801,Huami Amazfit Pace
802,
803,Garmin Forerunner 735XT
804,Garmin Forerunner 920XT
805,Garmin Forerunner 935
806,Garmin fēnix 3
807,Garmin fēnix 5
808,Suunto Ambit3 Sport
809,
810,Garmin fēnix 3
811,Suunto Ambit3 Sport
812,Garmin fēnix 5
813,Suunto Spartan Ultra
814,Suunto Ambit3 Peak
815,Garmin Forerunner 235
816,"<a href=""/mobile"">Strava iPhone App</a>"
817,
818,Suunto Ambit3 Sport
819,Garmin Forerunner 235
820,"<a href=""/mobile"">Strava iPhone App</a>"
821,Garmin Forerunner 735XT
822,Garmin fēnix 3
823,Polar M400
824,Garmin Forerunner 235
825,Suunto Spartan Sport Wrist HR Baro
826,Garmin Forerunner 920XT
827,Garmin fēnix 3
828,Garmin Forerunner 235
829,Garmin Forerunner 920XT
830,Garmin Forerunner 230
831,Polar M400
832,Garmin Forerunner 235
833,Suunto Spartan Sport Wrist HR Baro
834,Garmin Forerunner 735XT
835,Garmin fēnix 3
836,
837,Garmin Forerunner 735XT
838,Garmin fēnix 5X Plus
839,Garmin Forerunner 935
840,Garmin fēnix 5
841,Suunto Ambit3 Sport
842,Garmin Forerunner 620
843,Garmin Forerunner 735XT
844,Garmin Forerunner 735XT
845,Garmin fēnix 3
846,Suunto Spartan Ultra
847,
848,Garmin Forerunner 935
849,Suunto Ambit3 Peak
850,Garmin fēnix 5S Plus
851,Garmin fēnix 3
852,Garmin fēnix 3
853,Garmin Forerunner 735XT
854,Garmin fēnix 3
855,Garmin fēnix 3
856,Polar Vantage V
857,Garmin Forerunner 235
858,Polar M400
859,
860,Garmin Forerunner 235
861,Garmin Forerunner 235
862,Garmin fēnix 5S Plus
863,
864,Garmin Forerunner 935
865,Garmin fēnix 2
866,Garmin Forerunner 920XT
867,Suunto 9
868,Polar M400
869,Garmin Forerunner 920XT
870,Garmin Forerunner 630
871,
872,Garmin fēnix 5X
873,
874,Garmin Forerunner 935
875,Garmin Forerunner 210
876,Polar
877,Garmin fēnix 3
878,Garmin fēnix 3
879,Suunto Ambit3 Run
880,Garmin fēnix 5S
881,Garmin Forerunner 610
882,Garmin fēnix 3
883,Suunto Ambit3 Sport
884,"<a href=""/apple-watch"">Apple Watch Series 2</a>"
885,
886,Garmin Forerunner 920XT
887,Polar M400
888,Garmin Forerunner 735XT
889,Suunto Spartan Ultra
890,Huami Amazfit Pace
891,Polar M400
892,Garmin fēnix 3
893,Garmin Forerunner 235
894,Garmin Forerunner 735XT
895,TomTom
896,Suunto Ambit3 Sport
897,Suunto Spartan Sport Wrist HR
898,Garmin Forerunner 910XT
899,Garmin Forerunner 735XT
900,Garmin Vívoactive HR
901,Garmin Forerunner 235
902,Garmin Forerunner 920XT
903,TomTom
904,Garmin Forerunner 235
905,
906,Garmin fēnix 3
907,Garmin Forerunner 935
908,Garmin fēnix 3
909,Garmin fēnix 5
910,Polar Vantage M
911,TomTom
912,Garmin Forerunner 735XT
913,Garmin fēnix 5
914,
915,Garmin Forerunner 735XT
916,Garmin fēnix 5
917,Garmin Forerunner 920XT
918,Garmin Forerunner 630
919,
920,Garmin Forerunner 225
921,Garmin Forerunner 235
922,Garmin fēnix 3
923,Garmin fēnix 5X
924,Suunto Trainer Wrist HR
925,"<a href=""/mobile"">Strava Android App</a>"
926,Polar M430
927,Garmin Forerunner 235
928,Garmin Forerunner 235
929,Suunto Trainer Wrist HR
930,Garmin fēnix 3
931,Garmin Forerunner 920XT
932,Garmin Forerunner 920XT
933,Garmin fēnix 3
934,Garmin fēnix 5
935,Garmin Forerunner 235
936,Polar M400
937,Garmin fēnix 5X
938,Garmin fēnix 5
939,Garmin Forerunner 735XT
940,Suunto Ambit3 Sport
941,Suunto Ambit2 S
942,Suunto
943,"<a href=""/mobile"">Strava iPhone App</a>"
944,
945,Garmin Vívoactive HR
946,Suunto Ambit3 Sport
947,Garmin Forerunner 235
948,
949,Garmin fēnix 5
950,Garmin Forerunner 935
951,Garmin Forerunner 920XT
952,Suunto
953,Garmin Forerunner 235
954,Garmin Forerunner 225
955,Polar M430
956,Garmin Forerunner 220
957,Garmin Forerunner 235
958,Garmin Forerunner 920XT
959,Garmin fēnix 3
960,TomTom
961,Garmin fēnix 5 Plus
962,Suunto Ambit2
963,Garmin Forerunner 225
964,Garmin fēnix 3
965,Suunto Ambit3 Sport
966,Suunto Ambit3 Run
967,Suunto Trainer Wrist HR
968,Garmin Forerunner 230
969,Garmin Forerunner 25
970,Polar M400
971,Garmin Forerunner 230
972,Garmin Forerunner 230
973,Suunto Ambit2
974,Garmin Forerunner 735XT
975,Garmin Forerunner 235
976,Garmin Forerunner 230
977,Garmin Forerunner 235
978,Garmin Forerunner 920XT
979,Polar M400
980,Suunto Spartan Sport
981,Garmin Forerunner 645
982,Garmin Forerunner 935
983,Polar M430
984,Garmin Forerunner 220
985,
986,Garmin Forerunner 235
987,Garmin fēnix 5
988,Polar V800
989,Garmin Forerunner 235
990,Polar M400
991,Garmin Forerunner 935
992,Suunto Ambit3 Sport
993,Garmin Forerunner 235
994,
995,Garmin Forerunner 235
996,Garmin fēnix 3
997,Garmin Forerunner 310XT
998,Suunto Ambit3 Sport
999,Garmin Forerunner 735XT
1000,
1001,Suunto Spartan Sport Wrist HR
1002,Garmin Forerunner 235
1003,Garmin Forerunner 230
1004,Garmin fēnix 5S
1005,Garmin fēnix 5
1006,Garmin Forerunner 235
1007,Garmin Forerunner 630
1008,Garmin Forerunner 35
1009,Garmin Forerunner 230
1010,
1011,Garmin Forerunner 935
1012,Polar M430
1013,Garmin Forerunner 645 Music
1014,TomTom
1015,Suunto Ambit2 R
1016,Garmin Forerunner 935
1017,Garmin Forerunner 620
1018,Garmin Forerunner 235
1019,Polar M400
1020,Garmin Forerunner 735XT
1021,Garmin Forerunner 235
1022,Garmin fēnix 5X
1023,Suunto Ambit3 Sport
1024,TomTom
1025,Garmin Forerunner 735XT
1026,Garmin Forerunner 235
1027,Garmin Forerunner 225
1028,Garmin fēnix 5
1029,Garmin Forerunner 735XT
1030,Suunto Ambit3 Peak
1031,Garmin Forerunner 920XT
1032,Garmin fēnix 3
1033,Garmin Forerunner 920XT
1034,Suunto Ambit2 S
1035,Garmin Forerunner 620
1036,TomTom
1037,Garmin Forerunner 735XT
1038,Garmin Forerunner 235
1039,Garmin Forerunner 235
1040,Garmin Forerunner 920XT
1041,Polar M400
1042,Garmin Forerunner 235
1043,Suunto Ambit3 Peak
1044,Garmin Forerunner 620
1045,"<a href=""/mobile"">Strava iPhone App</a>"
1046,Garmin Forerunner 235
1047,TomTom
1048,Garmin fēnix 5
1049,Garmin Forerunner 735XT
1050,Garmin Forerunner 645
1051,Garmin Forerunner 235
1052,Suunto Spartan Ultra
1053,Garmin Forerunner 235
1054,Polar M400
1055,Garmin Forerunner 235
1056,Suunto Ambit3 Vertical
1057,Garmin Forerunner 235
1058,Garmin fēnix 5
1059,Suunto Ambit3 Peak
1060,Garmin Forerunner 735XT
1061,Garmin fēnix 5
1062,Garmin Forerunner 920XT
1063,Garmin fēnix 3
1064,Garmin fēnix 5
1065,Garmin Forerunner 10
1066,"<a href=""/mobile"">Strava Android App</a>"
1067,
1068,Garmin Forerunner 735XT
1069,Garmin Forerunner 935
1070,Suunto Spartan Sport Wrist HR
1071,Garmin Forerunner 935
